track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,chart_date,duration_ms,popularity,release_date,weeks,artist_popularity,artist_followers,number_of_artists,lsit_of_artists
Uma Thurman,Fall Out Boy,spotify:track:5PUawWFG1oIS2NwEcyHaCr,0.622,0.961,4,-2.616,0,0.0669,0.102,0.00016,0.264,0.687,149.962,211573,4,28.20853,7,1,,211573,69,2015-01-20,0,84,8292940,1,['4UXqAaa6dQYAk18Lv7PEgX']
Wagon Wheel,Darius Rucker,spotify:track:3xdjjKMcMOFgo1eQrfbogM,0.537,0.66,9,-7.174,1,0.0296,0.455,0,0.135,0.574,148.096,298373,4,20.42786,17,1,,298373,76,2013-01-01,0,71,1716207,1,['7FY5V3XMwlNBPitEjXowHQ']
Statesboro Blues,Blind Willie Johnson,spotify:track:68vumBEmWHDVBtM4Cd1EeH,0.531,0.258,5,-14.041,1,0.127,0.857,8.96e-06,0.347,0.552,169.308,162880,4,34.45429,8,0,,162880,11,2018-01-26,0,41,73337,1,['5kO4xdEKLuHHHPreu3UmkZ']
On Top Of The World,Imagine Dragons,spotify:track:1TutGoBY89EFlf1MkD4zAQ,0.631,0.924,0,-5.589,1,0.146,0.0841,3.59e-06,0.084,0.755,100.045,192280,4,44.37195,8,1,,192280,15,2019-12-27,0,90,30595656,1,['53XhwfbYqKCa1cC15pYq2q']
"Cello Suite No. 2 in D Minor, BWV 1008: VI. Gigue",Johann Sebastian Bach,spotify:track:5IofhO0Z0zMHKjcvmhqrGL,0.442,0.0469,0,-27.494,1,0.0383,0.912,0.809,0.101,0.643,94.978,155627,3,28.43269,10,0,,155626,1,2013-04-01,0,81,2935950,2,"['5aIqB5nVVvmFsvSdExz408', '6VqsWKl9ZqwrFqGb4VRE3G']"
Elevator,Eminem,spotify:track:26rUU3JZ9JB9OkEuG9mb3e,0.796,0.793,7,-3.911,1,0.318,0.323,0,0.332,0.556,90.51,292933,4,41.34715,11,1,,292933,51,2009-05-15,0,94,38920744,1,['7dGJo4pcD2V6oG8kP0tJRR']
Like I Loved You,Brett Young,spotify:track:3T6MAweakkNrMYs8jZIWtg,0.582,0.568,1,-6.051,1,0.0297,0.196,0,0.0841,0.64,76.025,207187,4,44.926,7,1,,207186,66,2017-02-10,0,74,624079,1,['0fiWOxhsBsQQvFDtxUQWo0']
Moving To Mars,Coldplay,spotify:track:0kuv7BqWNDprDao3Tb5flN,0.263,0.315,8,-10.797,1,0.03,0.0217,0.163,0.109,0.196,142.657,258874,4,78.05716,8,1,,258873,38,2011-06-26,0,90,27611069,1,['4gzpq5DPGxSnKTe4SA8HAU']
Fifteen,Taylor Swift,spotify:track:4t0OI7XrODjSkAu3bTPmWj,0.556,0.651,7,-4.396,1,0.0266,0.067,0,0.145,0.203,95.485,294333,4,20.65438,15,1,,294333,60,2008-11-11,0,95,33333251,1,['06HL4z0CvFAxyc27GXpf02']
Made For Now,Janet & Daddy Yankee,spotify:track:2Ul7yRZaxGcWCzQg7m632Z,0.76,0.888,6,-3.449,1,0.124,0.00307,1.49e-05,0.149,0.559,115.705,210686,4,56.20249,10,1,,210685,53,2018-08-17,0,93,22789527,2,"['4qwGe91Bz9K2T8jXTZ815W', '4VMYDCV2IEDYJArk749S6m']"
This Is How We Party - Cat Dealers Remix,R3HAB,spotify:track:7DXXu7OsYGe6Ulq2eoIYzC,0.709,0.84,11,-7.293,1,0.123,0.000388,0.467,0.157,0.0639,124.078,194516,4,29.06136,10,0,,194516,47,2019-05-24,0,83,3169593,3,"['6cEuCEZu7PAE9ZSzLLc2oQ', '1VBflYyxBhnDc9uVib98rw', '3q2dSq7VZnj8TmoJUyRm40']"
Paint the Town Red (2016),The Mahones,spotify:track:0mklfa245eKyeoukqbqjaZ,0.343,0.901,7,-5.51,1,0.0604,0.0152,0.00213,0.427,0.824,171.874,200013,4,26.7564,11,0,,200013,3,2017-09-06,0,39,26895,1,['1aTLhV7R5gUjrR60ubjz6V']
Nightrun - Comaduster Remix,Trifonic,spotify:track:7Ld52GLxKBEFuydXBQVcqF,0.515,0.8,8,-8.181,0,0.0365,0.00297,0.751,0.113,0.326,137.012,301314,4,42.91627,11,0,,301313,49,2019-02-25,0,44,33630,2,"['2TDsrZZt4XXF7iQlr5l20Z', '7qiPN4EfYY3qZqZwaAKzN5']"
Lillebror,Danne Stråhed,spotify:track:140PEcBEs0v2NTRfpbcgl2,0.555,0.493,7,-7.032,1,0.0383,0.487,6.48e-06,0.0927,0.557,171.919,225120,4,52.01276,7,0,,225120,29,2013-07-10,0,44,9567,1,['3nc8VYKBqtooEzkV1S1orW']
Black Metal,Destruction,spotify:track:0dJtXZmMaUGJhMAO8aWUdZ,0.364,0.974,2,-4.324,1,0.161,4.31e-05,0.00838,0.636,0.293,183.98,194369,4,42.64627,10,0,,194369,13,2016-05-13,0,43,166513,2,"['5d6KI8frPEo3qGsIL8Sak2', '23Gzdu7fHmKGEFChVzuUEA']"
Telephone,Glee Cast,spotify:track:4W2GicHr49W6pjCPfKf8ih,0.729,0.805,5,-5.183,0,0.0329,0.00363,3.08e-06,0.11,0.749,122.021,222960,4,23.94983,12,1,,222960,0,2010-09-21,0,81,1296254,1,['0SCbttzoZTnLFebDYmAWCm']
Tonight (Best You Ever Had),John Legend Featuring Ludacris,spotify:track:17zF2ISrDrQdaULA8cxReK,0.693,0.813,7,-4.361,0,0.066,0.0496,0,0.289,0.515,90.008,239453,4,44.1389,10,1,,239453,62,2012-04-06,0,84,7212519,2,"['5y2Xq6xcjJb2jVM54GHK3t', '3ipn9JLAPI5GUEo4y4jcoi']"
Talk You Out Of It,Florida Georgia Line,spotify:track:4qQwGRtGT7l6ckQtdPEFd4,0.651,0.708,4,-4.791,1,0.0376,0.582,0,0.0796,0.558,119.964,202920,4,22.20114,9,1,,202920,69,2019-02-15,0,82,4010427,1,['3b8QkneNDz4JHKKKlLgYZg']
Liar,Camila Cabello,spotify:track:7LzouaWGFCy4tkXDOOnEyM,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,207039,4,29.50855,10,1,,207038,75,2019-09-04,0,87,18593135,1,['4nDoRrQiYLoBzwC5BhVJzF']
No Comin' Back,The Palace Guards,spotify:track:5YFmiFtIWFpIjR1XFjleTM,0.469,0.528,5,-7.995,0,0.0322,0.116,0.00337,0.116,0.749,98.582,141507,4,16.83993,9,0,,141506,12,2010-02-01,0,5,77,1,['2sm5eKGP1RckdleSEFOrjB']
Impossible,Shontelle,spotify:track:45EDI3rk0f4cAMt9f8b56R,0.599,0.624,8,-3.631,1,0.0343,0.385,0,0.125,0.539,90.034,226533,4,35.11103,11,1,,226533,68,2010-01-01,0,60,435491,1,['4M6Z1wubeKtwPqbjJygTOc']
Back Up,DeJ Loaf Featuring Big Sean,spotify:track:0sr5LOMv4x0jmTYfe6oOvP,0.816,0.535,9,-8.302,1,0.338,0.147,4.53e-06,0.176,0.435,80.012,241267,4,22.84885,13,1,,241266,59,2015-07-31,0,87,9044863,2,"['7kFfY4UjNdNyaeUgLIEbIF', '0c173mlxpT3dSFRgMO8XPh']"
If Heaven Wasn't So Far Away,Justin Moore,spotify:track:0aW7CSfoMBKBzLE7VerHyn,0.374,0.657,11,-6.086,1,0.0325,0.0434,0,0.219,0.376,74.234,223280,4,40.16541,8,1,,223280,58,2011-01-01,0,69,1259022,1,['30e8DmahrEamvLbFRPdWmk']
Slow Dancing In The Dark,Joji,spotify:track:0rKtyWc8bvkriBthvHKY8d,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,4,26.40054,10,1,,209273,85,2018-10-26,0,90,3549257,1,['3MZsBdqDrRTJihTHQrO6Dq']
Killing Machine - Live,Living Death,spotify:track:5aQLHEG4gOcOvk4bXNU83R,0.109,0.975,11,-9.323,0,0.129,0.00583,1.06e-05,0.961,0.116,187.037,177747,4,82.34866,7,0,,177746,0,2015-05-15,0,22,9651,1,['6aFUy7oTyxAgz6JksX3IC9']
Shotgun Rider,Tim McGraw,spotify:track:3LbvNFkqDTrE1liGMmZBDL,0.468,0.904,7,-4.574,1,0.0494,0.126,3.89e-06,0.165,0.7,167.998,235387,4,23.4717,13,1,,235386,58,2014-01-01,0,77,3346217,1,['6roFdX1y5BYSbp60OTJWMd']
Estrellita,Red Garland,spotify:track:3O7WAvCq2hW9QLgXo5NcH5,0.392,0.0741,3,-22.341,1,0.0354,0.97,0.897,0.118,0.17,86.428,416800,4,18.96079,19,0,,416800,43,2011-02-28,0,51,32619,1,['35iymrFS4VnsKn35ebHKX9']
My Space - KiNK's Hardcore Mix,Kink,spotify:track:6KYBcluHApyaU0fMSpWvJr,0.652,0.634,5,-10.045,0,0.37,0.00202,0.825,0.121,0.448,75.125,322396,5,81.2699,11,0,,322396,0,2016-06-03,0,46,48932,4,"['6yCdWsTDt4Dmb5GMZd5QLb', '1F76RjNrm3ESsNmwPLXG2z', '34ehU42UfPtkgHMoD9gMJD', '1k8aGQhkL6STSb3iJpop5j']"
Hindsight,Phil Woods,spotify:track:36Vwqyg0LO1q0aRfAuZkFU,0.432,0.185,8,-19.414,1,0.0338,0.829,0.134,0.112,0.0956,65.438,391240,4,26.13782,19,0,,391240,36,2011-09-19,0,42,17746,2,"['6G4hVmXKJ9NW5JecncK89f', '2sLufQ8lc6cZL6YIO1oD65']"
Tipsy (feat. RAYE),Odunsi (The Engine),spotify:track:5Wt7ngK753xBhSjb9lRfSR,0.746,0.671,8,-4.984,0,0.055,0.239,4.32e-06,0.327,0.677,90.014,208893,4,21.51249,11,0,,208893,57,2019-02-07,0,78,345055,2,"['3QAWvRmq1TMLuNtDKVyRaW', '5KKpBU5eC2tJDzf0wmlRp2']"
Shine On,The House of Love,spotify:track:1VXvTWHLOlfvLaAO6ZVess,0.3,0.876,2,-4.713,1,0.048,0.121,0.657,0.17,0.312,134.185,200667,4,51.75413,9,0,,200666,2,2013-07-15,0,41,34274,1,['4tfyTbsNNN5xfxKDwG4VfP']
Burn Out,Midland,spotify:track:7yrJnekdlwWARt5lmVqJ6L,0.671,0.724,7,-5.61,1,0.0244,0.292,0,0.231,0.801,99.976,188613,4,38.82762,7,1,,188613,62,2017-09-22,0,66,158588,1,['1DTZRmlVZBxx2wRQBtx6yi']
Ready Or Not,Bridgit Mendler,spotify:track:5xvUgoVED1F4mBu8FL0HaW,0.715,0.872,2,-3.835,1,0.0509,0.00351,3.84e-05,0.107,0.748,93.043,200947,4,42.28039,10,1,,200946,72,2012-01-01,0,67,1093122,1,['4VhL8KLjVso4vLfOLVViTb']
The Light Is Coming,Ariana Grande Featuring Nicki Minaj,spotify:track:0mQVABspENyHvpVqRpnkxJ,0.762,0.882,7,-3.814,1,0.072,0.00339,0.000326,0.277,0.597,99.044,130072,4,52.6762,6,1,,130071,48,2019-12-23,0,98,71376367,2,"['66CXWjxzNUsdJxJ2JdwvnR', '0hCNtLu0JehylgoiP8L4Gh']"
It's Not Unusual,Glee Cast,spotify:track:1kaVnEJOzERCdCKtQKGDUH,0.408,0.975,0,-4.339,1,0.137,0.0313,0,0.353,0.635,183.962,125267,4,71.73402,5,1,,125266,45,2011-12-06,0,81,1296254,1,['0SCbttzoZTnLFebDYmAWCm']
Instrumental Music for Dogs,Sleepy Dogs,spotify:track:0CgEOd5B3JSlKs6MHMDgJv,0.333,0.0783,9,-17.705,1,0.0405,0.99,0.913,0.112,0.0676,120.592,46133,3,20.47804,4,0,,46133,45,2018-12-24,0,72,3743,1,['1Cj9j44XMhQeNHAwWJRCKd']
Defeated Clown,Hildur Guðnadóttir,spotify:track:2S2ASICVK0L1LtjaysKsel,0.202,0.238,7,-16.526,1,0.0338,0.727,0.938,0.126,0.0383,97.274,159267,3,46.13074,7,0,,159266,49,2019-10-02,0,57,94515,1,['2lD1D6eEh7xQdBtnl2Ik7Y']
Freedom - Disco Dub,Waldeck,spotify:track:4ZG0ZDZqEfJb2V7LZOLd4R,0.968,0.605,1,-10.136,1,0.123,0.295,0.162,0.358,0.809,110.003,189914,4,26.78334,5,0,,189914,0,2019-06-21,0,55,101888,2,"['6596yDTd94cIC3dlBptxDH', '1QCsQ5FBerpsmuqOs5WoJU']"
Didn’t I? (Guts Re-Edit),Guts,spotify:track:3XEo7aOlRzR5a8cF4yI5E8,0.788,0.463,5,-8.325,1,0.0495,0.115,0.857,0.096,0.672,78.008,235980,4,30.85192,11,0,,235980,52,2012-10-19,0,64,154661,1,['5mMkUZv8uUrlH0SHX89BeS']
Capsized,Andrew Bird,spotify:track:4PmmusUZytOhz4FRZnImCI,0.745,0.486,7,-9.79,1,0.0553,0.0622,0.000825,0.117,0.518,82.505,221213,4,36.30795,10,0,,221213,7,2019-06-28,0,64,434094,1,['4uSftVc3FPWe6RJuMZNEe9']
Funk Off,TANUKI,spotify:track:0ViebdMHmjBlWfGUXEAroI,0.637,0.928,1,-5.952,1,0.0912,0.0012,0.401,0.107,0.926,127.872,177136,4,39.67776,8,0,,177136,36,2018-06-30,0,41,9113,1,['5n3X0T0RlvRxUR6l9dBwB8']
AKA...What A Life!,Noel Gallagher's High Flying Birds,spotify:track:5mljJfOTZR3nF4ExmRLTjv,0.447,0.927,6,-3.3,0,0.0508,0.000297,0.362,0.0972,0.104,119.034,264480,4,52.32101,6,0,,264480,32,2011-01-01,0,62,661495,1,['7sjttK1WcZeyLPn3IsQ62L']
Take Me To Church,Hozier,spotify:track:1CS7Sd1u5tWkstBhpssyjP,0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,241693,4,56.97619,10,1,,241693,74,2014-09-19,0,83,4231785,1,['2FXC3k01G6Gw61bmprjgqS']
All Is Lost,Getter,spotify:track:0fodhzGqcK6GWuQ4nvWlLr,0.413,0.769,7,-4.405,0,0.0469,0.00762,0.00485,0.126,0.112,80.039,306000,4,54.81442,13,0,,306000,46,2018-09-28,0,67,543783,2,"['3QryVD03gGZOLQQXjy3EoA', '7FngGIEGgN3Iwauw1MvO4P']"
"Whoa (feat. Tyler, The Creator)",Earl Sweatshirt,spotify:track:1rW2nkUbmKD2MC22YrU8cX,0.541,0.748,2,-6.321,1,0.31,0.00141,3.1e-06,0.322,0.351,79.616,196427,4,57.25754,7,0,,196426,55,2013-08-16,0,85,6551434,2,"['3A5tHz1SfngyOZM2gItYKu', '4V8LLVI7PbaPR0K2TGSxFF']"
Glitter In The Air,P!nk,spotify:track:1M6dQ8MZQnYxjH8yZzswQt,0.511,0.255,5,-12.036,1,0.0283,0.897,0.000219,0.0994,0.296,99.901,227813,4,49.0424,9,1,,227813,54,2008-10-24,0,85,9573967,1,['1KCSPY1glIKqW2TotWuXOR']
Love On The Brain,Rihanna,spotify:track:5oO3drDxtziYU2H1X23ZIp,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,224000,3,25.44302,11,1,,224000,80,2016-01-28,0,92,39650390,1,['5pKCCKE2ajJHZ9KAiaK11H']
Golden Dandelions - Acoustic,Barns Courtney,spotify:track:3xM0s5GhoaSkOun1VSHx5z,0.566,0.588,7,-8.238,0,0.0335,0.31,0,0.145,0.547,139.694,202587,4,26.28785,9,0,,202586,15,2018-06-01,0,67,340657,1,['5tFRohaO5yEsuJxmMnlCO9']
Hallelujah - Piano Instrumental,Attila Fias,spotify:track:1ZmEmWC3ctDu2wCfeq9bWV,0.441,0.216,0,-18.742,1,0.0468,0.96,0.906,0.121,0.234,105.197,206505,4,30.1901,10,0,,206504,48,2014-08-11,0,50,1709,1,['3V1CgXZe3cFkJ9VDSeFKkl']
Booty Swing,Parov Stelar,spotify:track:3sMleqdCDalZ6xsAQe8xuY,0.85,0.669,0,-5.46,1,0.047,0.26,0.274,0.103,0.914,112.966,197507,4,47.74879,7,0,,197506,63,2012-04-20,0,67,855280,1,['65EXuYHVoehCKqp0kOS6px']
Metal Woman,I-Roy,spotify:track:21MaSl5JiDH1lpykqHv6wj,0.926,0.581,0,-6.576,1,0.0632,0.035,0.838,0.0626,0.93,137.164,221936,4,31.75108,10,0,,221935,0,2017-06-30,0,30,17127,1,['3sILhd3JYkhVDMy7CVhpZ7']
Sex in Church,SadDoLLs,spotify:track:4wPMpan9nwaP6t71lKuRq7,0.571,0.942,5,-5.097,0,0.0521,0.0226,8.26e-06,0.167,0.534,130.004,209773,4,34.00359,10,0,,209773,0,2018-01-12,0,17,1397,1,['4AZUnmYQYJIMmkcDPWKfRb']
Gas Pedal,Sage The Gemini Featuring IamSu!,spotify:track:1UMKquW1olreYO1LlLmTqi,0.843,0.538,1,-8.028,1,0.0833,0.0273,0,0.124,0.428,97.49,208160,4,20.47172,12,1,,208160,69,2014-03-25,0,70,941789,2,"['6d47Z08T4snK50HgTEHo5Z', '2ZavqCJe7uqkRpISes0NFi']"
Kiss,Prince And The Revolution,spotify:track:62LJFaYihsdVrrkgUOJC05,0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,226240,4,37.0041,13,1,,226240,72,1986-03-31,0,77,4787100,1,['5a2EaR3hamoenG9rDuVn8j']
Circus,Cat's Eyes,spotify:track:7HHHhyLpM1qewVAvCHfkYD,0.622,0.919,9,-6.172,0,0.043,0.41,0,0.184,0.901,105.365,150507,4,47.64906,8,0,,150506,0,2012,0,27,11855,1,['6DdzNsmghFtH7toJKhQfF6']
Thin Line - Prod. By Pete Rock,Reks,spotify:track:6bsrEQYJQh9k2o3vvZUR3H,0.628,0.858,2,-6.87,1,0.287,0.0149,0,0.413,0.409,92.587,202379,4,56.7005,12,0,,202378,11,2011-03-08,0,66,643692,7,"['6Apw0ReFBi9C1QBultw8pn', '2x8KDZdSONA3872CnhaAlX', '7oF48iRjggIDjtfRcmmMvl', '3WMMz7RxcXCkbJxHJWieUu', '2Jwr7hGoSNK3S3QBxh3T0z', '1TdtgLIoZMFqB3duWtPeIf', '2UBznJxxadSQQBhztlRi4U']"
"Dark Roots of Earth - Live @ Paramount Theatre, Huntington, New York",Testament,spotify:track:45hgpqg8Xc352yLdnjZ4IX,0.203,0.947,11,-7.917,1,0.0775,6.74e-06,0.027,0.909,0.227,116.325,341080,4,58.09455,14,0,,341080,15,2013-10-18,0,58,629177,1,['28hJdGN1Awf7u3ifk2lVkg']
Back,Joey Trap,spotify:track:6xax2Pe2wF6cx5gxfBzBxI,0.923,0.482,1,-10.12,0,0.0599,0.0626,7.99e-06,0.0972,0.482,130.041,177000,4,30.05512,10,0,,177000,28,2019-03-15,0,62,499910,1,['0qpRQJnULShIWFKhcW5pce']
Eating the Visions of God,Job For A Cowboy,spotify:track:3tAt1uURxITozGrD2FgWC4,0.428,0.966,2,-4.348,1,0.114,0.00081,0.485,0.437,0.135,135.026,390347,4,158.22827,11,0,,390346,33,2014-11-10,0,45,150318,1,['5L3QTPofDwMPGlNnQkyHK1']
Love is the Answer - Giuseppe D. Radio Edit,Ray Guell,spotify:track:66eXrcctNwXGKtgInOHe1V,0.604,0.964,11,-4.942,1,0.0314,0.0449,0.0267,0.362,0.961,127.976,225253,4,45.49873,8,0,,225253,24,2018-07-20,0,38,958,1,['7GPkgVGImABv6SJV50jFtU']
Take Care,Drake Featuring Rihanna,spotify:track:047fCsbO4NdmwCBn8pcUXl,0.492,0.26,9,-17.341,0,0.0921,0.646,0.00178,0.0705,0.312,111.519,347227,5,28.64767,11,1,,347226,74,2011-11-15,0,100,50471679,1,['3TVXtAsR1Inumwj472S9r4']
Rule The World,2 Chainz Featuring Ariana Grande,spotify:track:1R6VwZ8TuHRzxZUxe88n4I,0.592,0.584,8,-6.232,0,0.0893,0.158,2.63e-06,0.132,0.447,88.073,245893,4,45.15967,9,1,,245893,60,2019-03-01,0,98,58128107,2,"['17lzZA2AlOHwCwFALHttmp', '66CXWjxzNUsdJxJ2JdwvnR']"
Make It Rain,Ed Sheeran,spotify:track:5puU24G3lHVsUXPAWW2ZpV,0.618,0.239,8,-8.371,0,0.0274,0.791,0,0.1,0.327,96.846,404480,3,44.75763,18,1,,404480,54,2013,0,93,71489540,1,['6eUKZXaKkcviH0Ku9w2n3V']
6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,spotify:track:0z5ZPs57J2KERwM1tBM2GF,0.365,0.751,2,-5.429,1,0.304,0.000707,0,0.318,0.604,79.119,248587,4,28.20091,13,1,,248586,70,2011-01-01,0,92,9708262,2,"['55Aa2cqylxrFIXC767Z865', '7BAaznGSsqcksud4R5ou5z']"
The One That Got Away,Katy Perry,spotify:track:3oL3XRtkP1WVbMxf7dtTdu,0.687,0.792,1,-4.023,0,0.0353,0.000802,0,0.2,0.864,133.962,227333,4,31.54783,10,1,,227333,75,2012-03-12,0,88,16544392,1,['6jJ0s89eD6GaHleKKya26X']
Prikkebeen,Boudewijn de Groot,spotify:track:7qHuC8Hvc7yWbuCeueh0SR,0.568,0.517,11,-10.651,1,0.0285,0.0503,1.57e-05,0.125,0.33,109.059,251853,4,35.79782,11,0,,251853,16,2018-11-16,0,54,117049,2,"['3h6rezLYXc5QU08SCKZtyO', '6VCuJ0K81TFjTEDGmPi0gW']"
Live While We're Young,One Direction,spotify:track:6aGjEZ7kq3YXgD0EDt80O5,0.658,0.837,2,-2.063,1,0.0543,0.0629,0,0.0969,0.936,126.015,200187,4,24.05541,10,1,,200186,43,2012-11-09,0,91,18333648,1,['4AK6F7OLvEQ5QYCBNiQWHq']
Symbolic,Death,spotify:track:1mky5yS3UEpwpRkdFQhYMj,0.364,0.982,6,-7.034,0,0.195,6.65e-05,0.0124,0.163,0.127,113.772,392800,4,27.75269,19,0,,392800,0,2019-11-22,0,60,466130,1,['4f5V3PQ66nIrBCqugJtaGn']
Chu Chu Rock It!,Voia,spotify:track:0ZhUUDYLxxptCjIEj2lgMf,0.734,0.785,1,-3.032,1,0.0561,0.0121,0.31,0.218,0.387,119.99,258750,4,27.5096,12,0,,258750,4,2014-08-04,0,24,1576,2,"['4SgHwxSnXkbmCqASAJj8Ym', '2u82mFn298xIoFW7mnPqoa']"
Show Me,Kid Ink Featuring Chris Brown,spotify:track:4q6dqyGM25sKFU8nYAGRe4,0.711,0.508,7,-7.299,1,0.0494,0.0354,0,0.141,0.665,98.098,217800,4,59.21687,9,1,,217800,70,2014-01-06,0,92,15022811,2,"['6KZDXtSj0SzGOV705nNeh3', '7bXgB6jMjp9ATFy66eO08Z']"
Ain't Nothing To It,Marionette,spotify:track:7exYruFYoufMVu4RZboqvk,0.167,0.702,9,-14.238,0,0.0429,3.64e-06,8.92e-05,0.26,0.618,181.632,166554,4,47.69758,8,0,,166554,0,2017-12-15,0,8,1608,1,['1NfYbOXc9on9MqXBXJlq57']
Let It Be,Terry McDermott,spotify:track:2fWICX9qjREvP8caDxrJMz,0.475,0.597,0,-6.299,1,0.0305,0.0114,0,0.199,0.398,142.024,234520,4,38.05867,11,1,,234520,18,2012-01-01,0,20,2733,1,['70vDOyUxrgVhYM63LkJfvV']
Reggae (Live Bootleg),No Bros,spotify:track:1i3CEoe1cVzTnjRbTgcA5X,0.347,0.94,9,-8.666,1,0.0379,0.531,0.211,0.645,0.539,98.074,224933,4,29.35553,16,0,,224933,0,2015-03-13,0,5,185,1,['7i4Vt3dBVqgunoff4ocEth']
Partita: I. Vivace,John Rutter,spotify:track:5kXlFhYQVHYqma7GaPp83Z,0.347,0.245,4,-14.565,0,0.0352,0.977,0.842,0.086,0.125,133.012,457000,4,42.79608,26,0,,457000,13,2013-08-05,0,55,30836,4,"['0qlhpgr87PEG89Jd5iRpxe', '139eGyf3nKx8DD91KxNlBd', '1ucEwHAgVKfyjjSylTQnZu', '0avi94D4Rp0Ely9xsysRSf']"
Extremely Loud and Incredibly Close,Alexandre Desplat,spotify:track:4FnK3GEuekjYXavXPIGlmQ,0.474,0.0118,9,-31.108,0,0.0318,0.991,0.891,0.0622,0.0656,79.1,117673,3,41.11515,4,0,,117673,56,2011-12-20,0,71,231603,1,['71jzN72g8qWMCMkWC5p1Z0']
Love You Too Late,Cole Swindell,spotify:track:52MNypbTWiwybwzhXvsPk5,0.542,0.797,9,-4.45,0,0.0379,0.00111,0,0.0906,0.593,113.95,204720,4,33.8332,8,1,,204720,62,2018-08-17,0,70,1426697,1,['1mfDfLsMxYcOOZkzBxvSVW']
Better Than I Used To Be,Tim McGraw,spotify:track:0MT21PlGXvd67TNk3ski6c,0.452,0.566,5,-5.964,1,0.0292,0.175,1.24e-05,0.0888,0.407,138.154,201000,4,34.45532,9,1,,201000,50,2012-01-24,0,77,3346217,1,['6roFdX1y5BYSbp60OTJWMd']
Whole Lotta Love (feat. Youn Sun Nah),Nguyên Lê,spotify:track:0EuiU1ut3A26ODKCJUifDH,0.591,0.887,9,-6.034,1,0.124,0.441,0.00213,0.302,0.715,154.923,317480,5,17.28508,15,0,,317480,2,2016-08-26,0,42,35495,2,"['0FDi1P8xmY99il5uPynIMR', '10tYA1kHmiT7kCfF6HX0Wj']"
Falling Down,Lil Peep & XXXTENTACION,spotify:track:4jvjzW7Hm0yK4LvvE0Paz9,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,4,32.88226,5,1,,196400,83,2018-11-09,0,93,28023424,2,"['2kCcBybjl3SAtIcwdWpUe3', '15UsOTVnJzReFVN1VCnxy4']"
Closer To The Edge,Thirty Seconds To Mars,spotify:track:0UZwcRQAk4QR09HtGRZhYC,0.502,0.948,6,-3.717,1,0.121,0.0099,4.54e-06,0.0809,0.102,139.979,273467,4,58.27549,10,1,,273466,58,2009-01-01,0,72,2752652,1,['0RqtSIYZmd4fiBKVFqyIqD']
Little Saint Nick,Hollyridge Strings,spotify:track:68KPBzJ5yYH0sePX2SprOA,0.427,0.431,0,-8.124,1,0.0284,0.705,0.917,0.248,0.505,139.962,133667,4,32.60798,8,0,,133666,6,2012-01-01,0,20,1016,1,['5JBgFFso1bckckJZUBw03K']
Criminal,Natti Natasha x Ozuna,spotify:track:6Za3190Sbw39BBC77WSS1C,0.814,0.813,2,-3.023,0,0.0561,0.03,9.33e-05,0.255,0.839,79.997,232550,4,25.51551,12,1,,232549,75,2017-09-01,0,96,29865392,2,"['1GDbiv3spRmZ1XdM1jQbT7', '1i8SpTcr7yvPOmcqrbnVXY']"
殉葬,窒息,spotify:track:59EQTv5MhswmaBTp7RqAad,0.513,0.967,0,-3.526,0,0.0855,0.0114,0.00266,0.0458,0.243,100.04,320720,3,23.70242,14,0,,320720,0,2017-09-09,0,3,3118,2,"['2RX6S8tIYE4tqbD2xb343g', '6cuSBs2JwVQWKylKls1ubH']"
Moog Lust,Dj Spinna,spotify:track:7wGirTHoe2NLPlB5mTSHBZ,0.755,0.896,5,-4.817,1,0.0392,0.0601,0.804,0.105,0.68,91.949,210777,4,22.83136,12,0,,210776,5,2019-06-21,0,36,13721,1,['44E0JWHttieVoD6vUHWoa2']
Rushing Back,Flume,spotify:track:2zoNNEAyPK2OGDfajardlY,0.574,0.612,0,-4.741,1,0.0781,0.357,0,0.158,0.368,136.046,231663,3,57.43997,11,0,,231663,71,2019-09-25,0,77,2223001,2,"['6nxWCVXbOlEVRexSbLsTer', '5ujrA1eZLDHR7yQ6FZa2qA']"
One Of Those Nights,Tim McGraw,spotify:track:3ZHjQSfJ46zjFbt79MAqD2,0.525,0.776,7,-5.598,1,0.0321,0.0114,0,0.117,0.413,127.046,236520,4,25.0821,11,1,,236520,45,2013-01-01,0,77,3346217,1,['6roFdX1y5BYSbp60OTJWMd']
